order_id,order_date,customer_age,restaurant_type,order_value,delivery_distance_km,delivery_time_minutes,payment_method,delivery_partner_rating,order_status,delivery_category,high_value_order,age_group
626,8/13/2024,43,Indian,621.07,6.81,81,Wallet,4.9,Delivered,Slow,No,36-50
627,7/16/2024,19,Bakery,441.47,13.16,57,Card,3.5,Delayed,Medium,No,18-25
628,3/1/2024,32,Cafe,928.24,14.50,36,UPI,3.7,Delayed,Medium,Yes,26-35
629,1/30/2024,62,Indian,651.57,11.71,34,UPI,2.7,Delivered,Medium,No,50+
630,4/13/2024,20,Indian,728.75,7.11,46,UPI,3.7,Cancelled,Medium,No,18-25
631,4/18/2024,34,Italian,158.69,11.36,63,UPI,4.2,Cancelled,Slow,No,26-35
632,9/27/2024,32,Bakery,1075.08,9.42,80,Cash,4.8,Delivered,Slow,Yes,26-35
633,7/8/2024,33,Cafe,445.59,1.34,30,Card,4.7,Delivered,Medium,No,26-35
634,2/7/2024,43,Cafe,279.95,0.74,62,Wallet,4.2,Delivered,Slow,No,36-50
635,12/30/2024,46,Italian,1015.09,3.87,39,Cash,2.9,Cancelled,Medium,Yes,36-50
636,5/29/2024,52,Indian,748.66,10.40,67,UPI,3.6,Delivered,Slow,No,50+
637,10/10/2024,21,Bakery,585.45,4.27,67,Card,3.0,Delayed,Slow,No,18-25
638,12/31/2024,33,Cafe,1116.10,3.11,38,Card,3.7,Delayed,Medium,Yes,26-35
639,12/28/2024,30,Fast Food,1068.98,13.34,79,Wallet,3.9,Cancelled,Slow,Yes,26-35
640,9/15/2024,18,Indian,964.33,1.65,76,UPI,4.0,Delivered,Slow,Yes,18-25
641,3/13/2024,49,Chinese,682.58,2.21,19,UPI,4.0,Delivered,Fast,No,36-50
642,10/15/2024,49,Bakery,860.99,12.65,53,UPI,2.8,Cancelled,Medium,Yes,36-50
643,5/19/2024,39,Fast Food,1185.01,2.48,17,Card,4.6,Delivered,Fast,Yes,36-50
644,1/22/2024,26,Cafe,569.53,2.45,67,Cash,2.6,Delivered,Slow,No,26-35
645,8/16/2024,24,Chinese,696.27,11.58,26,UPI,3.9,Cancelled,Fast,No,18-25
646,3/4/2024,61,Bakery,577.69,10.58,17,Card,3.4,Cancelled,Fast,No,50+
647,7/27/2024,58,Fast Food,1187.07,5.17,43,Card,2.6,Cancelled,Medium,Yes,50+
648,6/2/2024,18,Indian,712.31,13.14,46,UPI,2.7,Delayed,Medium,No,18-25
649,2/3/2024,20,Bakery,1066.22,11.64,15,Wallet,4.4,Cancelled,Fast,Yes,18-25
650,1/5/2024,31,Chinese,284.07,3.62,36,Card,4.7,Cancelled,Medium,No,26-35
651,6/7/2024,58,Chinese,888.28,13.15,79,Cash,2.9,Delayed,Slow,Yes,50+
652,6/1/2024,56,Bakery,278.95,12.72,48,Card,4.1,Delayed,Medium,No,50+
653,9/4/2024,52,Fast Food,305.52,2.97,49,Cash,3.7,Cancelled,Medium,No,50+
654,4/30/2024,41,Italian,171.62,4.41,68,Wallet,4.5,Delivered,Slow,No,36-50
655,7/20/2024,60,Chinese,309.07,4.37,87,Cash,2.9,Delayed,Slow,No,50+
656,6/25/2024,24,Fast Food,948.17,13.58,83,Wallet,5.0,Delayed,Slow,Yes,18-25
657,9/12/2024,35,Cafe,373.86,12.18,45,Wallet,4.6,Cancelled,Medium,No,26-35
658,2/15/2024,35,Cafe,306.64,11.06,30,Card,2.9,Cancelled,Medium,No,26-35
659,5/19/2024,55,Italian,804.34,1.68,60,Cash,3.1,Cancelled,Slow,Yes,50+
660,7/22/2024,22,Fast Food,724.63,11.75,25,UPI,3.3,Delivered,Fast,No,18-25
661,8/29/2024,24,Bakery,1005.97,10.38,65,Cash,4.4,Delayed,Slow,Yes,18-25
662,7/15/2024,61,Chinese,1120.79,13.78,43,Card,4.7,Delayed,Medium,Yes,50+
663,3/21/2024,54,Chinese,839.15,5.23,77,Wallet,4.4,Delivered,Slow,Yes,50+
664,8/16/2024,59,Indian,488.48,7.11,26,Cash,2.7,Delivered,Fast,No,50+
665,5/24/2024,57,Cafe,382.31,14.58,46,Cash,2.6,Delivered,Medium,No,50+
666,7/16/2024,40,Fast Food,587.47,11.54,67,Card,2.8,Cancelled,Slow,No,36-50
667,3/21/2024,21,Italian,1155.17,3.71,45,UPI,3.4,Delayed,Medium,Yes,18-25
668,12/17/2024,21,Italian,340.79,10.03,16,Wallet,4.7,Delayed,Fast,No,18-25
669,10/17/2024,24,Indian,718.38,11.59,79,UPI,2.8,Delivered,Slow,No,18-25
670,10/26/2024,42,Cafe,1164.60,9.04,70,Cash,3.5,Delivered,Slow,Yes,36-50
671,2/16/2024,54,Cafe,185.23,3.12,86,UPI,3.6,Cancelled,Slow,No,50+
672,4/4/2024,63,Italian,711.22,13.75,41,Wallet,4.0,Delivered,Medium,No,50+
673,4/23/2024,24,Bakery,499.02,2.24,80,Wallet,4.7,Delayed,Slow,No,18-25
674,11/2/2024,37,Cafe,338.34,8.34,62,Card,4.9,Cancelled,Slow,No,36-50
675,10/27/2024,25,Cafe,725.24,13.39,90,UPI,3.9,Cancelled,Slow,No,18-25
676,10/20/2024,22,Italian,363.04,12.66,37,Cash,4.0,Delivered,Medium,No,18-25
677,6/24/2024,22,Chinese,995.57,11.52,68,Cash,4.1,Cancelled,Slow,Yes,18-25
678,10/7/2024,52,Italian,768.27,0.74,45,UPI,3.2,Delivered,Medium,No,50+
679,2/14/2024,52,Bakery,755.59,14.99,47,Wallet,3.7,Delivered,Medium,No,50+
680,10/29/2024,48,Cafe,989.42,14.11,50,Cash,3.1,Delivered,Medium,Yes,36-50
681,7/7/2024,19,Chinese,692.65,13.08,82,Card,3.0,Cancelled,Slow,No,18-25
682,6/22/2024,63,Bakery,756.34,10.62,61,Cash,5.0,Delayed,Slow,No,50+
683,12/25/2024,59,Indian,977.52,12.78,68,UPI,3.3,Cancelled,Slow,Yes,50+
684,8/11/2024,45,Cafe,894.83,14.79,59,Card,4.6,Delivered,Medium,Yes,36-50
685,7/31/2024,42,Fast Food,271.08,2.53,70,UPI,3.8,Delayed,Slow,No,36-50
686,2/19/2024,61,Bakery,851.81,9.85,56,Card,2.7,Delivered,Medium,Yes,50+
687,3/25/2024,56,Fast Food,320.18,14.11,85,Card,4.2,Delayed,Slow,No,50+
688,8/4/2024,31,Fast Food,1021.52,3.42,58,Wallet,4.0,Delivered,Medium,Yes,26-35
689,10/5/2024,47,Cafe,1024.52,8.54,60,Cash,3.1,Delivered,Slow,Yes,36-50
690,7/9/2024,39,Indian,479.07,13.54,65,Card,4.2,Delayed,Slow,No,36-50
691,9/4/2024,23,Italian,446.46,12.63,32,Wallet,4.5,Cancelled,Medium,No,18-25
692,8/14/2024,54,Italian,1007.86,1.84,37,UPI,4.5,Delayed,Medium,Yes,50+
693,7/5/2024,44,Chinese,785.87,1.50,78,Cash,4.4,Cancelled,Slow,No,36-50
694,3/6/2024,63,Indian,942.65,14.66,66,Cash,4.5,Delivered,Slow,Yes,50+
695,11/15/2024,60,Fast Food,153.84,10.48,79,Card,4.1,Cancelled,Slow,No,50+
696,4/8/2024,35,Indian,552.91,5.16,48,Cash,2.6,Delayed,Medium,No,26-35
697,5/17/2024,40,Indian,683.53,1.72,46,Cash,3.6,Cancelled,Medium,No,36-50
698,7/8/2024,28,Chinese,533.63,9.84,57,UPI,4.4,Cancelled,Medium,No,26-35
699,1/6/2024,28,Fast Food,439.57,11.32,75,Cash,4.3,Cancelled,Slow,No,26-35
700,4/4/2024,49,Cafe,1146.08,5.67,74,UPI,3.0,Cancelled,Slow,Yes,36-50
701,7/17/2024,20,Cafe,1183.39,5.24,77,UPI,2.7,Delayed,Slow,Yes,18-25
702,6/28/2024,33,Indian,1099.47,0.52,89,Cash,4.2,Delayed,Slow,Yes,26-35
703,1/22/2024,54,Bakery,501.04,1.72,87,Cash,3.7,Delayed,Slow,No,50+
704,4/3/2024,40,Chinese,1108.61,13.68,76,Cash,4.4,Delivered,Slow,Yes,36-50
705,2/6/2024,53,Fast Food,410.16,1.09,83,Cash,3.8,Delayed,Slow,No,50+
706,8/5/2024,38,Indian,695.17,14.37,85,Cash,4.0,Delayed,Slow,No,36-50
707,2/18/2024,51,Italian,610.35,13.35,85,Wallet,3.5,Cancelled,Slow,No,50+
708,12/16/2024,24,Fast Food,765.13,13.23,20,Cash,3.2,Delayed,Fast,No,18-25
709,5/11/2024,34,Bakery,974.78,4.97,74,UPI,3.3,Cancelled,Slow,Yes,26-35
710,7/21/2024,39,Bakery,751.56,10.14,31,UPI,4.7,Cancelled,Medium,No,36-50
711,5/6/2024,46,Italian,688.67,6.66,42,Wallet,4.8,Cancelled,Medium,No,36-50
712,8/4/2024,64,Chinese,1049.29,0.86,75,Wallet,4.8,Delivered,Slow,Yes,50+
713,3/23/2024,49,Cafe,712.17,2.91,41,Wallet,4.9,Delayed,Medium,No,36-50
714,3/31/2024,48,Chinese,627.05,4.95,61,Cash,4.8,Delayed,Slow,No,36-50
715,3/12/2024,52,Cafe,983.33,13.88,21,UPI,3.0,Delayed,Fast,Yes,50+
716,5/22/2024,65,Bakery,159.27,13.03,78,Cash,2.9,Cancelled,Slow,No,50+
717,7/19/2024,45,Indian,386.52,4.43,57,UPI,4.6,Delivered,Medium,No,36-50
718,12/1/2024,58,Fast Food,686.52,10.64,38,Wallet,3.5,Cancelled,Medium,No,50+
719,10/17/2024,48,Bakery,213.71,8.46,37,Card,4.4,Delivered,Medium,No,36-50
720,6/18/2024,64,Indian,277.69,12.82,47,Wallet,4.9,Cancelled,Medium,No,50+
721,2/10/2024,62,Indian,652.92,2.07,24,Wallet,4.7,Cancelled,Fast,No,50+
722,12/18/2024,29,Fast Food,985.31,12.31,28,Cash,3.1,Delivered,Fast,Yes,26-35
723,2/7/2024,19,Indian,413.27,2.92,78,Card,4.0,Delivered,Slow,No,18-25
724,7/21/2024,20,Fast Food,163.65,9.29,51,UPI,4.9,Delivered,Medium,No,18-25
725,11/2/2024,45,Indian,256.98,7.17,17,Wallet,4.4,Delivered,Fast,No,36-50
726,12/27/2024,33,Italian,262.24,11.30,86,Card,4.5,Cancelled,Slow,No,26-35
727,3/31/2024,54,Cafe,387.37,2.55,52,Cash,3.2,Delivered,Medium,No,50+
728,10/23/2024,55,Fast Food,530.94,10.56,67,Wallet,4.0,Delayed,Slow,No,50+
729,2/18/2024,47,Indian,787.00,1.82,68,Card,3.8,Delivered,Slow,No,36-50
730,8/6/2024,35,Indian,947.14,5.56,56,Cash,4.5,Cancelled,Medium,Yes,26-35
731,6/12/2024,53,Cafe,832.39,13.42,15,Wallet,2.7,Delivered,Fast,Yes,50+
732,9/18/2024,30,Bakery,329.64,3.66,74,Cash,2.6,Cancelled,Slow,No,26-35
733,7/18/2024,34,Bakery,348.52,5.79,43,UPI,3.2,Cancelled,Medium,No,26-35
734,7/13/2024,56,Chinese,890.29,9.35,19,UPI,4.8,Delivered,Fast,Yes,50+
735,2/22/2024,21,Italian,645.83,2.86,16,Card,2.7,Cancelled,Fast,No,18-25
736,3/29/2024,38,Fast Food,151.92,14.72,17,Wallet,4.0,Delayed,Fast,No,36-50
737,12/15/2024,32,Cafe,1181.05,5.47,57,Card,4.9,Cancelled,Medium,Yes,26-35
738,2/27/2024,37,Fast Food,556.67,8.97,22,UPI,4.2,Cancelled,Fast,No,36-50
739,5/13/2024,23,Italian,724.90,6.92,23,Wallet,4.3,Delivered,Fast,No,18-25
740,11/15/2024,60,Fast Food,413.58,10.85,73,Wallet,3.9,Delayed,Slow,No,50+
741,1/10/2024,49,Italian,914.75,4.89,65,Card,2.6,Delivered,Slow,Yes,36-50
742,7/22/2024,64,Indian,419.60,8.21,87,UPI,3.8,Delivered,Slow,No,50+
743,11/12/2024,56,Indian,283.33,3.92,15,Cash,3.2,Delayed,Fast,No,50+
744,1/16/2024,43,Bakery,967.78,1.15,57,UPI,3.9,Delayed,Medium,Yes,36-50
745,2/12/2024,25,Indian,671.88,2.62,39,Wallet,4.2,Delayed,Medium,No,18-25
746,12/5/2024,52,Italian,966.68,14.28,42,Wallet,3.2,Cancelled,Medium,Yes,50+
747,12/28/2024,47,Cafe,1181.75,13.26,19,Cash,3.7,Delayed,Fast,Yes,36-50
748,2/26/2024,47,Indian,317.34,5.56,59,Wallet,3.0,Cancelled,Medium,No,36-50
749,4/8/2024,62,Italian,332.87,1.44,65,UPI,4.5,Delayed,Slow,No,50+
750,11/1/2024,56,Bakery,974.78,7.78,79,UPI,2.5,Delivered,Slow,Yes,50+
751,9/23/2024,64,Chinese,345.40,1.71,89,UPI,3.2,Delivered,Slow,No,50+
752,5/15/2024,36,Indian,1185.32,0.63,20,UPI,3.2,Delayed,Fast,Yes,36-50
753,6/18/2024,53,Indian,832.38,3.89,53,UPI,3.3,Delayed,Medium,Yes,50+
754,12/19/2024,37,Chinese,339.28,2.96,64,Wallet,3.9,Delivered,Slow,No,36-50
755,3/29/2024,57,Italian,452.69,10.34,53,UPI,4.3,Delayed,Medium,No,50+
756,4/14/2024,55,Bakery,978.59,8.90,80,Wallet,2.6,Cancelled,Slow,Yes,50+
757,3/15/2024,29,Chinese,269.52,13.95,42,UPI,3.0,Delivered,Medium,No,26-35
758,10/4/2024,50,Cafe,908.98,12.63,87,Cash,4.6,Cancelled,Slow,Yes,36-50
759,8/9/2024,44,Italian,1044.48,12.16,22,Card,3.2,Cancelled,Fast,Yes,36-50
760,9/23/2024,19,Italian,416.13,11.95,67,UPI,4.9,Delayed,Slow,No,18-25
761,2/18/2024,35,Italian,401.32,7.87,85,UPI,4.0,Delivered,Slow,No,26-35
762,5/31/2024,36,Cafe,617.04,11.07,76,Cash,4.2,Delayed,Slow,No,36-50
763,5/13/2024,47,Indian,497.50,1.01,27,Card,3.6,Delivered,Fast,No,36-50
764,2/21/2024,61,Bakery,873.40,2.55,20,UPI,3.3,Delayed,Fast,Yes,50+
765,4/11/2024,48,Bakery,468.36,6.54,27,Card,4.3,Delayed,Fast,No,36-50
766,12/23/2024,55,Chinese,562.83,7.08,48,Card,3.2,Delivered,Medium,No,50+
767,5/9/2024,42,Indian,1005.33,3.74,18,Card,3.8,Delayed,Fast,Yes,36-50
768,4/26/2024,64,Italian,728.75,14.31,28,Cash,4.9,Cancelled,Fast,No,50+
769,6/5/2024,41,Indian,855.00,0.72,48,Wallet,4.9,Delivered,Medium,Yes,36-50
770,5/24/2024,65,Indian,691.13,12.20,29,Cash,2.9,Delayed,Fast,No,50+
771,5/27/2024,41,Indian,709.32,1.14,87,Wallet,4.0,Cancelled,Slow,No,36-50
772,9/16/2024,26,Indian,186.26,5.09,15,Cash,2.6,Cancelled,Fast,No,26-35
773,5/2/2024,57,Chinese,736.13,3.52,45,Card,3.2,Delivered,Medium,No,50+
774,2/12/2024,56,Italian,250.63,6.72,27,UPI,3.6,Cancelled,Fast,No,50+
775,1/28/2024,65,Cafe,1101.94,12.49,63,Cash,3.8,Delayed,Slow,Yes,50+
776,7/24/2024,30,Indian,571.58,5.39,38,Wallet,3.3,Delivered,Medium,No,26-35
777,4/1/2024,43,Italian,1173.63,4.97,30,Card,3.8,Cancelled,Medium,Yes,36-50
778,5/7/2024,28,Bakery,1131.55,0.78,45,Card,3.3,Delayed,Medium,Yes,26-35
779,7/12/2024,51,Cafe,341.85,12.86,31,Cash,3.2,Delayed,Medium,No,50+
780,4/21/2024,47,Italian,861.96,3.09,26,Card,4.7,Delivered,Fast,Yes,36-50
781,10/19/2024,65,Cafe,508.30,14.43,30,UPI,2.5,Delayed,Medium,No,50+
782,10/10/2024,54,Fast Food,748.83,6.98,80,Cash,4.0,Delayed,Slow,No,50+
783,8/21/2024,53,Indian,566.78,0.83,19,Wallet,2.6,Delivered,Fast,No,50+
784,6/14/2024,41,Cafe,1150.08,3.38,82,Card,2.6,Delayed,Slow,Yes,36-50
785,2/2/2024,33,Cafe,335.38,13.73,80,Card,4.6,Cancelled,Slow,No,26-35
786,12/21/2024,43,Chinese,231.75,14.73,57,UPI,3.1,Delayed,Medium,No,36-50
787,3/5/2024,55,Bakery,1088.02,6.66,36,Card,3.3,Delivered,Medium,Yes,50+
788,10/27/2024,35,Bakery,153.94,1.18,84,Card,2.9,Delivered,Slow,No,26-35
789,4/13/2024,57,Fast Food,959.70,2.82,90,Cash,4.4,Delivered,Slow,Yes,50+
790,3/27/2024,51,Indian,692.15,4.11,76,Wallet,3.1,Delayed,Slow,No,50+
791,2/20/2024,27,Bakery,484.59,4.72,43,Cash,4.2,Delivered,Medium,No,26-35
792,9/26/2024,33,Fast Food,1104.82,9.81,86,Card,4.1,Delivered,Slow,Yes,26-35
793,12/13/2024,25,Bakery,515.86,8.41,39,UPI,2.9,Delivered,Medium,No,18-25
794,1/30/2024,55,Indian,639.93,1.85,48,Wallet,4.7,Delivered,Medium,No,50+
795,5/14/2024,48,Indian,452.51,7.75,87,Wallet,3.8,Delivered,Slow,No,36-50
796,9/19/2024,30,Indian,463.26,2.27,42,Card,2.7,Delivered,Medium,No,26-35
797,10/8/2024,42,Bakery,475.68,7.98,61,Cash,3.3,Cancelled,Slow,No,36-50
798,3/17/2024,36,Cafe,513.28,12.87,36,Card,4.5,Cancelled,Medium,No,36-50
799,9/2/2024,29,Indian,393.59,6.31,15,Wallet,3.2,Cancelled,Fast,No,26-35
800,2/13/2024,42,Cafe,767.06,14.54,40,Card,3.2,Cancelled,Medium,No,36-50
801,11/4/2024,55,Cafe,192.99,14.16,43,Card,4.5,Delivered,Medium,No,50+
802,7/23/2024,29,Cafe,273.53,1.33,79,UPI,3.8,Cancelled,Slow,No,26-35
803,11/14/2024,29,Chinese,969.81,14.45,65,Wallet,3.1,Cancelled,Slow,Yes,26-35
804,12/5/2024,56,Cafe,655.84,8.66,18,Wallet,3.8,Cancelled,Fast,No,50+
805,12/4/2024,58,Chinese,258.45,0.52,76,Cash,4.8,Delivered,Slow,No,50+
806,1/4/2024,28,Indian,362.47,13.12,64,UPI,4.2,Delayed,Slow,No,26-35
807,1/28/2024,20,Chinese,459.94,4.83,89,Cash,4.5,Cancelled,Slow,No,18-25
808,7/4/2024,41,Italian,654.13,1.01,51,Card,3.3,Delayed,Medium,No,36-50
809,3/29/2024,53,Fast Food,269.03,8.89,15,Cash,3.5,Delayed,Fast,No,50+
810,8/17/2024,61,Chinese,816.66,0.94,67,Cash,4.1,Delivered,Slow,Yes,50+
811,4/25/2024,50,Chinese,570.23,9.42,90,Cash,3.9,Delayed,Slow,No,36-50
812,1/12/2024,38,Italian,660.01,9.89,52,Wallet,3.2,Delivered,Medium,No,36-50
813,6/15/2024,49,Indian,336.22,5.41,58,Wallet,3.0,Delayed,Medium,No,36-50
814,4/26/2024,58,Bakery,608.58,3.08,44,UPI,3.8,Delivered,Medium,No,50+
815,7/2/2024,64,Bakery,417.43,13.01,81,Card,4.7,Delayed,Slow,No,50+
816,12/3/2024,45,Italian,1053.22,2.45,32,Card,2.9,Delivered,Medium,Yes,36-50
817,5/17/2024,25,Fast Food,367.83,14.40,57,Wallet,3.4,Delayed,Medium,No,18-25
818,10/31/2024,24,Indian,914.66,5.95,60,Card,3.0,Cancelled,Slow,Yes,18-25
819,10/23/2024,22,Cafe,730.29,11.29,84,Card,4.7,Delayed,Slow,No,18-25
820,9/18/2024,27,Chinese,640.43,1.85,26,Wallet,4.7,Delivered,Fast,No,26-35
821,9/18/2024,53,Fast Food,1180.20,5.53,55,Wallet,4.2,Delayed,Medium,Yes,50+
822,1/10/2024,41,Bakery,534.56,5.84,38,Wallet,3.9,Delivered,Medium,No,36-50
823,7/11/2024,28,Indian,281.33,13.15,41,Cash,4.1,Delayed,Medium,No,26-35
824,12/30/2024,18,Fast Food,677.84,5.71,27,Wallet,4.5,Delivered,Fast,No,18-25
825,11/23/2024,63,Cafe,1026.03,8.17,69,UPI,4.6,Delivered,Slow,Yes,50+
826,6/28/2024,49,Fast Food,1182.74,3.30,81,Wallet,3.9,Delayed,Slow,Yes,36-50
827,7/21/2024,54,Italian,155.22,0.57,27,Card,3.5,Delivered,Fast,No,50+
828,12/13/2024,23,Chinese,252.60,11.30,20,Cash,3.7,Delivered,Fast,No,18-25
829,12/26/2024,30,Bakery,580.05,5.13,83,Card,3.6,Delivered,Slow,No,26-35
830,8/24/2024,53,Fast Food,286.49,10.69,30,Card,3.2,Delivered,Medium,No,50+
831,12/2/2024,50,Chinese,589.09,13.51,36,Cash,3.5,Cancelled,Medium,No,36-50
832,4/27/2024,24,Chinese,612.48,3.63,30,Card,3.5,Delayed,Medium,No,18-25
833,10/26/2024,49,Italian,522.49,10.32,44,Wallet,3.4,Cancelled,Medium,No,36-50
834,11/9/2024,65,Chinese,696.96,13.49,55,Wallet,2.9,Delayed,Medium,No,50+
835,1/30/2024,51,Cafe,384.37,9.70,53,UPI,4.1,Delayed,Medium,No,50+
836,6/29/2024,56,Italian,933.63,2.20,56,Card,4.2,Delayed,Medium,Yes,50+
837,3/15/2024,28,Fast Food,1180.72,7.30,36,Card,3.6,Delayed,Medium,Yes,26-35
838,8/20/2024,36,Cafe,198.42,8.57,28,UPI,3.0,Cancelled,Fast,No,36-50
839,11/27/2024,33,Indian,510.73,12.76,52,Wallet,4.7,Cancelled,Medium,No,26-35
840,5/26/2024,20,Bakery,280.77,12.94,65,Card,2.9,Delayed,Slow,No,18-25
841,8/14/2024,20,Italian,327.44,0.86,29,Card,2.8,Cancelled,Fast,No,18-25
842,3/24/2024,47,Fast Food,461.49,13.67,29,Cash,2.9,Cancelled,Fast,No,36-50
843,1/8/2024,28,Cafe,597.92,9.32,37,UPI,3.4,Cancelled,Medium,No,26-35
844,9/25/2024,51,Cafe,1025.66,11.11,63,Cash,4.3,Delivered,Slow,Yes,50+
845,12/1/2024,27,Fast Food,342.32,9.24,32,Card,4.2,Delivered,Medium,No,26-35
846,2/25/2024,36,Italian,916.06,12.26,43,Wallet,3.5,Cancelled,Medium,Yes,36-50
847,1/5/2024,26,Bakery,643.99,5.06,25,Card,3.2,Delivered,Fast,No,26-35
848,4/25/2024,44,Italian,914.52,9.32,81,Cash,4.1,Delayed,Slow,Yes,36-50
849,3/14/2024,56,Cafe,684.12,9.64,59,UPI,4.0,Delayed,Medium,No,50+
850,7/27/2024,27,Fast Food,238.40,11.20,68,UPI,4.1,Cancelled,Slow,No,26-35
851,4/8/2024,54,Italian,672.32,8.47,52,Cash,3.1,Delivered,Medium,No,50+
852,5/7/2024,30,Fast Food,250.56,7.90,20,Wallet,3.0,Cancelled,Fast,No,26-35
853,8/16/2024,18,Fast Food,502.13,6.18,41,Card,3.3,Delivered,Medium,No,18-25
854,10/21/2024,43,Bakery,262.37,9.40,56,Card,3.3,Delivered,Medium,No,36-50
855,11/29/2024,37,Chinese,1072.40,2.13,35,Cash,4.9,Delayed,Medium,Yes,36-50
856,7/12/2024,48,Fast Food,694.88,5.22,26,Wallet,3.9,Delivered,Fast,No,36-50
857,2/8/2024,60,Chinese,932.55,9.90,34,Wallet,4.3,Delivered,Medium,Yes,50+
858,3/15/2024,46,Chinese,476.31,13.53,16,Wallet,3.4,Delivered,Fast,No,36-50
859,3/16/2024,42,Bakery,352.34,10.21,19,UPI,4.0,Delayed,Fast,No,36-50
860,12/5/2024,38,Indian,168.31,14.16,52,Card,2.5,Delivered,Medium,No,36-50
861,8/16/2024,45,Fast Food,1167.91,12.75,43,UPI,3.3,Delivered,Medium,Yes,36-50
862,1/17/2024,40,Fast Food,657.95,7.70,89,Cash,4.8,Delivered,Slow,No,36-50
863,1/4/2024,49,Cafe,439.16,6.33,39,Card,4.9,Delivered,Medium,No,36-50
864,10/13/2024,44,Fast Food,423.10,8.59,24,UPI,3.0,Cancelled,Fast,No,36-50
865,8/16/2024,57,Cafe,411.00,6.61,60,Wallet,4.5,Delivered,Slow,No,50+
866,8/1/2024,46,Fast Food,1137.92,4.61,76,Cash,4.9,Delayed,Slow,Yes,36-50
867,3/28/2024,23,Cafe,562.64,11.92,73,Wallet,2.8,Delayed,Slow,No,18-25
868,8/29/2024,54,Fast Food,1118.58,7.25,25,Card,4.3,Delayed,Fast,Yes,50+
869,2/2/2024,40,Fast Food,577.87,13.81,58,Wallet,4.5,Delivered,Medium,No,36-50
870,8/30/2024,60,Italian,304.08,3.25,58,Cash,4.2,Cancelled,Medium,No,50+
871,9/7/2024,46,Cafe,822.55,9.72,65,Wallet,3.2,Delayed,Slow,Yes,36-50
872,2/25/2024,19,Fast Food,1128.98,4.03,54,Cash,2.9,Delivered,Medium,Yes,18-25
873,8/7/2024,54,Chinese,670.73,8.24,27,Card,4.6,Delivered,Fast,No,50+
874,2/20/2024,19,Italian,962.78,14.10,62,UPI,4.0,Delivered,Slow,Yes,18-25
875,9/26/2024,44,Bakery,877.04,1.25,46,Cash,4.3,Delayed,Medium,Yes,36-50
876,3/13/2024,34,Fast Food,464.41,13.43,85,UPI,4.5,Delayed,Slow,No,26-35
877,5/17/2024,19,Italian,851.41,2.29,67,Cash,3.5,Delayed,Slow,Yes,18-25
878,11/9/2024,52,Bakery,1183.42,12.79,25,UPI,3.0,Delayed,Fast,Yes,50+
879,2/6/2024,30,Chinese,1119.21,13.57,18,Card,2.6,Delivered,Fast,Yes,26-35
880,2/9/2024,47,Indian,787.48,4.80,61,Wallet,3.1,Delayed,Slow,No,36-50
881,8/23/2024,48,Fast Food,803.99,7.03,58,UPI,3.4,Delayed,Medium,Yes,36-50
882,2/29/2024,22,Cafe,1120.88,5.28,37,Card,2.8,Delayed,Medium,Yes,18-25
883,2/26/2024,63,Cafe,964.45,10.82,21,Card,3.7,Delayed,Fast,Yes,50+
884,9/3/2024,40,Chinese,686.04,9.25,59,Cash,4.1,Cancelled,Medium,No,36-50
885,6/25/2024,45,Chinese,227.48,6.55,77,Card,4.4,Delayed,Slow,No,36-50
886,1/28/2024,43,Chinese,980.60,12.55,35,Card,4.1,Delivered,Medium,Yes,36-50
887,10/28/2024,43,Chinese,377.59,10.43,89,Cash,4.9,Cancelled,Slow,No,36-50
888,12/1/2024,60,Cafe,597.10,9.59,60,Cash,4.1,Cancelled,Slow,No,50+
889,1/23/2024,58,Italian,1087.41,6.33,54,UPI,4.6,Delayed,Medium,Yes,50+
890,6/9/2024,37,Cafe,916.16,10.90,80,Wallet,4.3,Delayed,Slow,Yes,36-50
891,10/10/2024,50,Cafe,994.47,9.98,37,Cash,4.1,Delayed,Medium,Yes,36-50
892,10/4/2024,52,Italian,828.17,4.67,54,Card,4.8,Cancelled,Medium,Yes,50+
893,11/9/2024,57,Italian,1113.85,6.78,18,Wallet,3.5,Delivered,Fast,Yes,50+
894,3/25/2024,31,Indian,932.30,14.77,44,UPI,4.6,Delayed,Medium,Yes,26-35
895,2/19/2024,61,Bakery,365.45,12.14,19,Card,4.1,Delivered,Fast,No,50+
896,1/19/2024,32,Italian,658.92,0.76,21,Card,2.9,Delivered,Fast,No,26-35
897,10/22/2024,53,Bakery,940.19,9.64,15,Wallet,4.4,Delivered,Fast,Yes,50+
898,5/3/2024,45,Cafe,1134.13,7.23,51,Wallet,3.5,Delivered,Medium,Yes,36-50
899,11/7/2024,28,Fast Food,1073.18,5.66,61,UPI,3.6,Cancelled,Slow,Yes,26-35
900,8/24/2024,56,Indian,788.09,2.80,78,Card,4.6,Delivered,Slow,No,50+
901,5/7/2024,44,Bakery,772.17,10.11,69,Cash,4.4,Cancelled,Slow,No,36-50
902,12/3/2024,54,Bakery,870.06,4.11,20,UPI,2.9,Delayed,Fast,Yes,50+
903,2/20/2024,37,Indian,802.44,14.01,19,UPI,3.6,Delayed,Fast,Yes,36-50
904,5/20/2024,26,Fast Food,172.39,7.79,80,UPI,4.6,Delayed,Slow,No,26-35
905,8/15/2024,27,Chinese,255.03,8.89,47,Cash,3.9,Delivered,Medium,No,26-35
